k,p,member,base,difference,additive,multiplicative,exponential_E1,exponential_E2,K_pure,K_royal_addition,K_royal_flat
26230,906583541,906583541,906458809,124732,906458809 + 122209 + 2089 + 199 + 197 + (5*7) + 3,906458809 + (55339*2) + (3469*3) + (199*17) + (19*7) + 107 + 13 + 11,906458809 + (199^2) + (19^3) + (7^5) + (3469*17) + (13*11) + 829 + 823 + 193 + 191 + 109 + 103 + 101,906458809 + (5^7) + (199^2) + (17^3) + (107*13) + (19*11) + 197 + 193 + 103,4,4,4
26230,906583541,906583543,906583541,2,906583541 + 2,,,,,,
26230,906583541,906583547,906583541,6,906583541 + (2*3),,,,,,
26230,906583541,906583549,906583547,2,906583547 + 2,,,,,,
26231,906586391,906586391,906583549,2842,906583549 + 2089 + 199 + 197 + 193 + 109 + 19 + 17 + (2*7) + 5,906583549 + (829*3) + (109*2) + (17*7) + 13 + 5,906583549 + (19^2) + (13^3) + (17*5) + 199,906583549 + (13^3) + (19^2) + (17*5) + 199,6,5,4
26231,906586391,906586393,906586391,2,906586391 + 2,,,,,,
26231,906586391,906586397,906586391,6,906586391 + (2*3),,,,,,
26231,906586391,906586399,906586397,2,906586397 + 2,,,,,,
26232,906599201,906599201,906586399,12802,906586399 + 9439 + 3259 + 101 + 3,906586399 + (5659*2) + (199*7) + (13*3) + 19 + 17 + 11 + 5,906586399 + (109^2) + (7^3) + (107*5) + 19 + 13 + 11,906586399 + (109^2) + (7^3) + (107*5) + 19 + 13 + 11,4,4,4
26232,906599201,906599203,906599201,2,906599201 + 2,,,,,,
26232,906599201,906599207,906599201,6,906599201 + (2*3),,,,,,
26232,906599201,906599209,906599207,2,906599207 + 2,,,,,,
26233,906611591,906611591,906599209,12382,906599209 + 9439 + 2089 + 829 + 19 + (2*3),906599209 + (5659*2) + (199*5) + (17*3) + 11 + 7,906599209 + (109^2) + (7^3) + (11*5) + 103,906599209 + (109^2) + (7^3) + (11*5) + 103,4,4,4
26233,906611591,906611593,906611591,2,906611591 + 2,,,,,,
26233,906611591,906611597,906611591,6,906611591 + (2*3),,,,,,
26233,906611591,906611599,906611597,2,906611597 + 2,,,,,,
26234,906617861,906617861,906611599,6262,906611599 + 5659 + 199 + 197 + 193 + 7 + 5 + 2,906611599 + (2089*2) + (199*7) + (193*3) + (19*5) + 17,906611599 + (19^2) + (17^3) + (109*5) + (13*11) + 199 + 101,906611599 + (17^3) + (19^2) + (109*5) + (13*11) + 199 + 101,4,4,4
26234,906617861,906617863,906617861,2,906617861 + 2,,,,,,
26234,906617861,906617867,906617861,6,906617861 + (2*3),,,,,,
26234,906617861,906617869,906617867,2,906617867 + 2,,,,,,
26235,906667961,906667961,906617869,50092,906617869 + 43789 + 5659 + 199 + 197 + 193 + 19 + 17 + (2*7) + 5,906617869 + (22279*2) + (1489*3) + (193*5) + (13*7) + 11,906617869 + (199^2) + (19^3) + (197*17) + (11*7) + 193 + 13,906617869 + (199^2) + (19^3) + (197*17) + (11*7) + 193 + 13,4,4,4
26235,906667961,906667963,906667961,2,906667961 + 2,,,,,,
26235,906667961,906667967,906667961,6,906667961 + (2*3),,,,,,
26235,906667961,906667969,906667967,2,906667967 + 2,,,,,,
26236,906678161,906678161,906667969,10192,906667969 + 9439 + 199 + 197 + 193 + 109 + 19 + 17 + (2*7) + 5,906667969 + (3469*2) + (829*3) + (109*5) + (19*11) + 13,906667969 + (19^3) + (17^2) + (199*13) + (11*5) + 191 + 103 + 101 + 7,906667969 + (2^13) + (11^3) + (109*5) + 107 + 17,4,4,4
26236,906678161,906678163,906678161,2,906678161 + 2,,,,,,
26236,906678161,906678167,906678161,6,906678161 + (2*3),,,,,,
26236,906678161,906678169,906678167,2,906678167 + 2,,,,,,
26237,906704171,906704171,906678169,26002,906678169 + 25309 + 199 + 197 + 193 + 101 + 3,906678169 + (13001*2),906678169 + (109^2) + (19^3) + (829*7) + (199*5) + (13*11) + 197 + 107 + 17,906678169 + (7^5) + (2^13) + (199*3) + (19*11) + 197,4,4,4
26237,906704171,906704173,906704171,2,906704171 + 2,,,,,,
26237,906704171,906704177,906704171,6,906704171 + (2*3),,,,,,
26237,906704171,906704179,906704177,2,906704177 + 2,,,,,,
26238,906801521,906801521,906704179,97342,906704179 + 88819 + 5659 + 2089 + 199 + 197 + 193 + 109 + 19 + 17 + (5*7) + (2*3),906704179 + (43789*2) + (3253*3) + 5,906704179 + (199^2) + (19^3) + (7^5) + (2089*13) + (197*17) + (109*11) + 1879 + 193 + 191 + 107,906704179 + (5^7) + (109^2) + (17^3) + (193*11) + 199 + 101,4,4,4
26238,906801521,906801523,906801521,2,906801521 + 2,,,,,,
26238,906801521,906801527,906801521,6,906801521 + (2*3),,,,,,
26238,906801521,906801529,906801527,2,906801527 + 2,,,,,,
